analysis_key,question_text,target_question,item,company_size_class,metric,value,n_valid,n_total,pct_valid,scale_label,scale_min,scale_max
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Daten aus der Lieferkette (Kunden, Lieferanten) nur schwer zugänglich",GU,mean_score,3.275,40,45,88.88888888888889,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Daten aus der Lieferkette (Kunden, Lieferanten) nur schwer zugänglich",KMU,mean_score,2.9047619047619047,21,23,91.30434782608695,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zu früher hergestellten Produkten (Materialien, Komponenten etc.)",GU,mean_score,2.85,40,45,88.88888888888889,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zu früher hergestellten Produkten (Materialien, Komponenten etc.)",KMU,mean_score,2.3684210526315788,19,23,82.6086956521739,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,...) für die Produktaufbereitung",GU,mean_score,2.575,40,45,88.88888888888889,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,...) für die Produktaufbereitung",KMU,mean_score,2.1666666666666665,18,23,78.26086956521739,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Fehlende Kompetenzen zur Bewertung/Befundung zurückgeführter Produkte,GU,mean_score,2.769230769230769,39,45,86.66666666666667,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Fehlende Kompetenzen zur Bewertung/Befundung zurückgeführter Produkte,KMU,mean_score,2.380952380952381,21,23,91.30434782608695,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Fehlende Kompetenzen zur Demontage zurückgeführter Produkte,GU,mean_score,2.324324324324324,37,45,82.22222222222221,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Fehlende Kompetenzen zur Demontage zurückgeführter Produkte,KMU,mean_score,2.0,20,23,86.95652173913044,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Fehlende allgemein methodische Kompetenzen für die Transformation zur Kreislaufwirtschaft,GU,mean_score,2.888888888888889,36,45,80.0,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Fehlende allgemein methodische Kompetenzen für die Transformation zur Kreislaufwirtschaft,KMU,mean_score,2.210526315789474,19,23,82.6086956521739,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Geringe Unterstützung/Priorisierung der Unternehmensleitung,GU,mean_score,2.8484848484848486,33,45,73.33333333333333,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Geringe Unterstützung/Priorisierung der Unternehmensleitung,KMU,mean_score,1.95,20,23,86.95652173913044,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Geringe Vorbereitung auf anstehende Regelungen (z.B. Packing Waste Regulation, Ecodesign Regulation, Circular Economy Act)",GU,mean_score,2.9714285714285715,35,45,77.77777777777779,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Geringe Vorbereitung auf anstehende Regelungen (z.B. Packing Waste Regulation, Ecodesign Regulation, Circular Economy Act)",KMU,mean_score,2.789473684210526,19,23,82.6086956521739,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Niedrige Preise von Neuprodukten,GU,mean_score,3.025,40,45,88.88888888888889,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Niedrige Preise von Neuprodukten,KMU,mean_score,3.619047619047619,21,23,91.30434782608695,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Schwierigkeiten aus Strategien konkrete Maßnahmen abzuleiten,GU,mean_score,2.7777777777777777,36,45,80.0,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Schwierigkeiten aus Strategien konkrete Maßnahmen abzuleiten,KMU,mean_score,2.619047619047619,21,23,91.30434782608695,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Schwierigkeiten zirkuläre Strategien ökologisch abzuwägen,GU,mean_score,2.8421052631578947,38,45,84.44444444444444,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Schwierigkeiten zirkuläre Strategien ökologisch abzuwägen,KMU,mean_score,2.9523809523809526,21,23,91.30434782608695,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Schwierigkeiten zirkuläre Strategien ökonomisch abzuwägen,GU,mean_score,3.3157894736842106,38,45,84.44444444444444,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Schwierigkeiten zirkuläre Strategien ökonomisch abzuwägen,KMU,mean_score,3.142857142857143,21,23,91.30434782608695,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Transportierbarkeit des Produkts (z.B. Abmaße, Gewicht)",GU,mean_score,2.210526315789474,38,45,84.44444444444444,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Transportierbarkeit des Produkts (z.B. Abmaße, Gewicht)",KMU,mean_score,2.2,20,23,86.95652173913044,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Unklare Verantwortlichkeiten im Unternehmen,GU,mean_score,2.888888888888889,36,45,80.0,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Unklare Verantwortlichkeiten im Unternehmen,KMU,mean_score,1.75,20,23,86.95652173913044,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Unklare gesetzliche Rahmenbedingungen,GU,mean_score,3.0277777777777777,36,45,80.0,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,Unklare gesetzliche Rahmenbedingungen,KMU,mean_score,2.8947368421052633,19,23,82.6086956521739,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Zulassung, Zertifizierungen oder Sicherheitsrelevanz von Produkten",GU,mean_score,3.41025641025641,39,45,86.66666666666667,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Zulassung, Zertifizierungen oder Sicherheitsrelevanz von Produkten",KMU,mean_score,2.9,20,23,86.95652173913044,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Aufbereitung &amp; Verwertung,GU,mean_score,3.1842105263157894,38,45,84.44444444444444,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Aufbereitung &amp; Verwertung,KMU,mean_score,3.0625,16,23,69.56521739130434,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Befundung,GU,mean_score,2.736842105263158,38,45,84.44444444444444,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Befundung,KMU,mean_score,2.823529411764706,17,23,73.91304347826086,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Definition geeigneter Kennzahlen,GU,mean_score,2.4411764705882355,34,45,75.55555555555556,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Definition geeigneter Kennzahlen,KMU,mean_score,2.4,15,23,65.21739130434783,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Demontage,GU,mean_score,2.810810810810811,37,45,82.22222222222221,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Demontage,KMU,mean_score,2.823529411764706,17,23,73.91304347826086,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Endprüfung,GU,mean_score,2.263157894736842,38,45,84.44444444444444,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Endprüfung,KMU,mean_score,2.388888888888889,18,23,78.26086956521739,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Geschäftsmodelle,GU,mean_score,3.27027027027027,37,45,82.22222222222221,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Geschäftsmodelle,KMU,mean_score,3.125,16,23,69.56521739130434,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Produktdesign für R - Strategien,GU,mean_score,3.1714285714285713,35,45,77.77777777777779,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Produktdesign für R - Strategien,KMU,mean_score,2.7333333333333334,15,23,65.21739130434783,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Remontage,GU,mean_score,2.5142857142857142,35,45,77.77777777777779,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Remontage,KMU,mean_score,2.6875,16,23,69.56521739130434,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Rückwärtslogistik,GU,mean_score,3.138888888888889,36,45,80.0,1-5 (Keine Antwort sind ausgeschlossen),1,5
hemmnisse,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses sehen Sie die größten Hemmnisse für die Umsetzung zirkulärer Wertschöpfungsprozesse?,Rückwärtslogistik,KMU,mean_score,3.125,16,23,69.56521739130434,1-5 (Keine Antwort sind ausgeschlossen),1,5
